popularity,budget,revenue,title,cast,director,keywords,runtime,genres,production_companies,month,vote_count,vote_average,year
0.106169,0,0,Shakes the Clown,Bobcat Goldthwait|Julie Brown|Robin Williams|Kathy Griffin|Adam Sandler,Bobcat Goldthwait,clown|liquor|birthday party|alcoholism|black comedy,87,Action|Comedy,IRS Media,3,11,4.9,1991
0.098145,16400000,0,F/X2,Bryan Brown|Brian Dennehy|Rachel Ticotin|Tom Mason|Philip Bosco,Richard Franklin,technology,108,Adventure|Action|Comedy|Thriller,Orion Pictures|Dodi Fayed - Jack Wiener,4,17,6.4,1991
0.095559,0,0,Doc Hollywood,Michael J. Fox|Julie Warner|Barnard Hughes|Woody Harrelson|David Ogden Stiers,Michael Caton-Jones,ambulance|new love|plastic surgery|hospital|doctor,104,Comedy|Romance,Warner Bros.,8,68,5.9,1991
0.088988,0,0,Mississippi Masala,Denzel Washington|Sarita Choudhury|Roshan Seth|Sharmila Tagore|Charles S. Dutton,Mira Nair,independent film|woman director,118,Drama|Romance,Channel Four Films|Mirabai Films,9,11,6.2,1991
0.06384400000000001,0,0,Dogfight,River Phoenix|Lili Taylor|Richard Panebianco|Anthony Clark|Mitchell Whitfield,Nancy Savoca,vietnam war|love|woman director,94,War|Drama|Romance,Warner Bros.,9,10,6.0,1991
0.048237,0,4654288,The Hitman,Chuck Norris|Alberta Watson|Michael Parks|Al Waxman|Salim Grant,Aaron Norris,martial arts|paranoia|hitman|revenge|independent film,95,Action|Crime|Thriller,Twilight Motion Picture Seven Ltd. Partnership|Cannon Pictures,5,11,5.2,1991
3.777441000000001,28000000,140767956,Die Hard,Bruce Willis|Alan Rickman|Alexander Godunov|Bonnie Bedelia|Reginald VelJohnson,John McTiernan,helicopter|journalist|based on novel|terrorist|skyscraper,131,Action|Thriller,Twentieth Century Fox Film Corporation|Gordon Company|Silver Pictures,7,2800,7.2,1988
2.150682,18000000,151668774,Big,Tom Hanks|Elizabeth Perkins|Robert Loggia|John Heard|Jared Rushton,Penny Marshall,baseball|co-worker|bronx|pinball machine|toy maker,104,Fantasy|Drama|Comedy|Romance|Family,Gracie Films|Twentieth Century Fox Film Corporation|American Entertainment Partners II L.P.,6,564,6.7,1988
1.905883,12000000,78756177,The Naked Gun: From the Files of Police Squad!,Leslie Nielsen|Priscilla Presley|Ricardo Montalban|George Kennedy|O.J. Simpson,David Zucker,baseball|aquarium|queen elisabeth ii|terrorism|illegal drugs,85,Action|Comedy|Crime,Paramount Pictures,12,543,6.8,1988
1.651962,8000000,22433275,License to Drive,Corey Haim|Corey Feldman|Carol Kane|Heather Graham|Richard Masur,Greg Beeman,champagne|ferrari|driving test|underage drinking|drunk driving,90,Comedy|Family,20th Century Fox|Davis Entertainment,7,52,6.2,1988
1.628865,15000000,73326666,Beetlejuice,Geena Davis|Alec Baldwin|Winona Ryder|Michael Keaton|Catherine O'Hara,Tim Burton,minister|giant snake|skeleton|calypso|arts,92,Fantasy|Comedy,"Geffen Pictures|Geffen Company, The",2,739,7.0,1988
1.4598209999999898,25000000,354825435,Rain Man,Dustin Hoffman|Tom Cruise|Valeria Golino|Gerald R. Molen|Jack Murdock,Barry Levinson,individual|mentally disabled|autism|loss of father|yuppie,133,Drama,United Artists|Star Partners II Ltd.,12,934,7.4,1988
1.39258099999999,1500000,11806119,Bloodsport,Jean-Claude Van Damme|Donald Gibb|Ken Siu|Bolo Yeung|Leah Ayres,Newt Arnold,martial arts|biography|sport|sensei|mixed martial arts,92,Action,Cannon Films,2,180,6.4,1988
1.279955,39000000,288752301,Coming to America,Eddie Murphy|Arsenio Hall|James Earl Jones|John Amos|Shari Headley,John Landis,fast food restaurant|prince|heir to the throne|fish out of water|new york city,116,Comedy|Romance,Paramount Pictures|Eddie Murphy Productions,6,500,6.4,1988
1.183033,63000000,189015611,Rambo III,Sylvester Stallone|Richard Crenna|Kurtwood Smith|Spiros FocÃ¡s|Sasson Gabai,Peter MacDonald,competition|submachine gun|union of soviet socialist republics|liberation|russian,102,Action|Adventure|Thriller|War,TriStar Pictures|Carolco Pictures,5,385,5.7,1988
1.182453,20000000,0,The Dead Pool,Clint Eastwood|Patricia Clarkson|Liam Neeson|Evan C. Kim|Jim Carrey,Buddy Van Horn,prison|detective|gun|fight|chinatown,91,Action|Crime|Thriller,Malpaso Productions|Warner Bros.,7,100,6.1,1988
1.152044,0,0,Oliver & Company,Joey Lawrence|Billy Joel|Cheech Marin|Richard Mulligan|Roscoe Lee Browne,George Scribner,new york city|kittens|great dane,74,Animation|Comedy|Family,Walt Disney Pictures|Silver Screen Partners III,11,211,6.4,1988
1.144528,15000000,216614388,Twins,Arnold Schwarzenegger|Danny DeVito|Kelly Preston|Chloe Webb|David Caruso,Ivan Reitman,perfection|delivery|low intelligence|jet engine|twins separated at birth,107,Comedy|Drama,Universal Pictures,12,287,5.5,1988
1.115598,70000000,329803958,Who Framed Roger Rabbit,Bob Hoskins|Christopher Lloyd|Joanna Cassidy|Charles Fleischer|Kathleen Turner,Robert Zemeckis,falsely accused person|film business|hiding place|suspicion of murder|mental breakdown,104,Fantasy|Animation|Comedy|Crime|Family,Amblin Entertainment|Silver Screen Partners III|Touchstone Pictures|Walt Disney Feature Animation,6,723,6.9,1988
1.1011030000000002,12300000,84460846,The Land Before Time,Gabriel Damon|Candace Hutson|Judith Barsi|Will Ryan|Pat Hingle,Don Bluth,vulkan|loss of mother|tyrannosaurus rex|earthquake|primitive time,69,Animation|Adventure|Family,Universal Pictures|Amblin Entertainment|Sullivan Bluth Studios|U-Drive Productions,11,340,6.9,1988
1.079886,20000000,171504781,Cocktail,Tom Cruise|Bryan Brown|Elisabeth Shue|Lisa Banes|Kelly Lynch,Roger Donaldson,new york|night life|jamaica|bartender|ambition,104,Drama|Romance,Touchstone Pictures,7,175,5.5,1988
1.055087,0,60328000,Scrooged,Bill Murray|Karen Allen|John Forsythe|Bobcat Goldthwait|Carol Kane,Richard Donner,holiday|tv ratings|comedy|scrooge|christmas carol,101,Fantasy|Comedy|Drama,Paramount Pictures,11,205,6.6,1988
0.891508,9000000,44196684,Child's Play,Catherine Hicks|Chris Sarandon|Alex Vincent|Brad Dourif|Dinah Manoff,Tom Holland,gun|birthday|voodoo|toy|stalker,87,Horror|Thriller,United Artists,11,254,6.2,1988
0.869474,35000000,57269863,Willow,Warwick Davis|Val Kilmer|Joanne Whalley|Jean Marsh|Patricia Hayes,Ron Howard,prophecy|falsely accused person|baby|monster|hero,126,Adventure|Drama|Action,Lucasfilm|Metro-Goldwyn-Mayer (MGM)|Imagine Films Entertainment,5,250,6.7,1988
0.8383200000000001,0,239606210,Crocodile Dundee II,Paul Hogan|Linda Kozlowski|John Meillon|Ernie Dingo|Charles S. Dutton,John Cornell,new york|crocodile|australia|large knife|aftercreditsstinger,110,Adventure|Comedy,Paramount Pictures,5,159,5.5,1988
0.78304,7000000,72500000,A Nightmare on Elm Street 4: The Dream Master,Robert Englund|Tuesday Knight|Ken Sagoes|Rodney Eastman|Lisa Wilcox,Renny Harlin,killing|return|nightmare|halloween|supernatural powers,99,Horror|Thriller,New Line Cinema,8,135,5.9,1988
0.777228,0,42039085,Dirty Rotten Scoundrels,Steve Martin|Michael Caine|Glenne Headly|Anton Rodgers|Barbara Harris,Frank Oz,competition|luxury|seduction|con man|money,110,Crime|Comedy,Orion Pictures,12,86,6.7,1988
0.75639,7000000,50888000,Bull Durham,Kevin Costner|Susan Sarandon|Tim Robbins|Trey Wilson|Robert Wuhl,Ron Shelton,love triangle|poem|jealousy|age difference|baseball,108,Comedy|Romance,Orion Pictures|The Mount Company,6,81,6.3,1988
0.753578,29000000,34994648,Red Heat,Arnold Schwarzenegger|Jim Belushi|Ed O'Ross|Peter Boyle|Laurence Fishburne,Walter Hill,usa|police brutality|cold war|russia|drug dealer,104,Comedy|Action|Crime,TriStar Pictures|Oak Pictures|Carolco Entertainment|Lone Wolf,6,172,5.6,1988
0.7273970000000001,7500000,62493712,A Fish Called Wanda,John Cleese|Jamie Lee Curtis|Kevin Kline|Michael Palin|Maria Aitken,Charles Crichton,robbery|infidelity|cheating|heart attack|heist,108,Comedy|Crime,Metro-Goldwyn-Mayer (MGM)|Prominent Features,7,270,6.8,1988
0.7268899999999989,0,19510371,Police Academy 5: Assignment Miami Beach,Bubba Smith|David Graf|Michael Winslow|Leslie Easterbrook|G. W. Bailey,Alan Myerson,handcuffs|police operation|investigation|police everyday life|miami beach,90,Action|Comedy|Crime,Warner Bros.,3,85,4.8,1988
0.689972,0,21630088,Short Circuit 2,Fisher Stevens|Michael McKean|Cynthia Gibb|Jack Weston|Tim Blaney,Kenneth Johnson,robbery|helicopter|boat|hustler|hitman,110,Comedy|Family|Science Fiction|Drama,David Foster Productions|TriStar Pictures,7,86,5.4,1988
0.669161,19000000,8247943,The Blob,"Kevin Dillon|Shawnee Smith|Donovan Leitch, Jr.|Jeffrey DeMunn|Candy Clark",Chuck Russell,killing|slime|disgust|remake,95,Horror|Science Fiction,TriStar Pictures|Palisades California Inc.,8,65,6.0,1988
0.657109,17500000,25024919,Cocoon: The Return,Don Ameche|Wilford Brimley|Courteney Cox|Hume Cronyn|Jack Gilford,Daniel Petrie,return|pregnant|shape shifting alien|pregnant woman|expectant father,116,Comedy|Drama|Science Fiction,Twentieth Century Fox Film Corporation|Zanuck/Brown Productions,9,46,5.7,1988
0.634251,0,5596267,"Elvira, Mistress of the Dark",Cassandra Peterson|Susan Kellermann|Jeff Conaway|Daniel Greene|Edie McClurg,James Signorelli,hostess,96,Fantasy|Horror|Comedy|Science Fiction,NBC Productions,9,38,6.1,1988
0.629628,0,0,The Unbearable Lightness of Being,Daniel Day-Lewis|Juliette Binoche|Lena Olin|Derek de Lint|Stellan SkarsgÃ¥rd,Philip Kaufman,free love|infidelity|loyalty|union of soviet socialist republics|soviet troops,171,Comedy|Romance,The Saul Zaentz Company,2,40,6.6,1988
0.616772,0,1108462,Heathers,Winona Ryder|Christian Slater|Shannen Doherty|Lisanne Falk|Kim Walker,Michael Lehmann,suicide|diary|friendship|high school|black comedy,102,Comedy|Drama,New World Pictures|Cinemarque Entertainment,10,194,7.1,1988
0.597387,0,0,Spoorloos,Bernard-Pierre Donnadieu|Eugene Bervoets|Johanna ter Steege|Gwen Eckhaus|Tania Latarjet,George Sluizer,france|loss of lover|roadhouse|vacation|kidnapping and murder,107,Horror|Thriller,MGS Film,10,40,7.1,1988
0.5887560000000001,15000000,34604000,Mississippi Burning,Gene Hackman|Willem Dafoe|Frances McDormand|Brad Dourif|R. Lee Ermey,Alan Parker,suicide|ku klux klan|mississippi|sheriff|shotgun,128,Thriller|Crime|Drama,Orion Pictures|Metro-Goldwyn-Mayer (MGM),12,144,7.1,1988
0.572843,28000000,103173635,Working Girl,Harrison Ford|Melanie Griffith|Sigourney Weaver|Alec Baldwin|Joan Cusack,Mike Nichols,clerk|new york city|working woman,114,Comedy|Drama|Romance,20th Century Fox,12,116,6.4,1988
0.540362,4000000,13008928,They Live,Roddy Piper|Keith David|Meg Foster|George Buck Flower|Peter Jason,John Carpenter,dystopia|social commentary|alien invasion|sunglasses,94,Action|Horror|Science Fiction|Thriller,Universal Pictures|Alive Films|Larry Franco Productions,11,229,6.9,1988
0.5385220000000001,3000000,7282851,Phantasm II,James Le Gros|Reggie Bannister|Angus Scrimm|Paula Irvine|Samantha Phillips,Don Coscarelli,portal|undertaker|evil|tall man|sentinals,97,Action|Horror|Science Fiction|Thriller,Universal Pictures|Spacegate Productions|Starway International Inc.,7,25,6.1,1988
0.528411,16000000,0,Alien Nation,James Caan|Mandy Patinkin|Terence Stamp|Kevyn Major Howard|Leslie Bevis,Graham Baker,living together|delinquency|cop|alien invasion,91,Crime|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|American Entertainment Partners II L.P.,10,30,5.6,1988
0.514373,0,0,Big Business,Bette Midler|Lily Tomlin|Fred Ward|Edward Herrmann|Michele Placido,Jim Abrahams,women|mistake in person|wealth|teacher|twin,97,Comedy,Silver Screen Partners III|Touchstone Pictures,6,26,5.7,1988
0.513842,5000000,17768757,Halloween 4: The Return of Michael Myers,Donald Pleasence|Ellie Cornell|Danielle Harris|George P. Wilbur|Michael Pataki,Dwight H. Little,sheriff|halloween|murder|serial killer|masked killer,88,Horror|Thriller,Dimension Films,10,92,5.9,1988
0.499298,7000000,20256975,Action Jackson,Carl Weathers|Craig T. Nelson|Vanity|Sharon Stone|Thomas F. Wilson,Craig R. Baxley,showdown|suspicion of murder|boxer|suspension|organized crime,96,Action|Adventure|Comedy|Crime|Drama,Silver Pictures|Lorimar Motion Pictures,2,22,5.4,1988
0.497587,10000000,21486757,Married to the Mob,Michelle Pfeiffer|Matthew Modine|Oliver Platt|Alec Baldwin|Dean Stockwell,Jonathan Demme,blackmail|loss of husband|love|murder|mafia,104,Action|Comedy|Thriller|Crime|Romance,Orion Pictures|Mysterious Arts|Orion Pictures Corporation,8,25,6.0,1988
0.485136,2800000,19170001,Friday the 13th Part VII: The New Blood,Kane Hodder|Lar Park Lincoln|Susan Jennifer Sullivan|Kevin Spirtas|Terry Kiser,John Carl Buechler,lake|mask|telekinesis|psychopath|slasher,88,Horror|Thriller,Paramount Pictures,5,81,5.4,1988
0.484083,0,0,The Seventh Sign,Demi Moore|Michael Biehn|JÃ¼rgen Prochnow|Peter Friedman|Manny Jacobs,Carl Schultz,christianity|prophecy|sacrifice|apocalypse|catholicism,97,Thriller|Mystery,TriStar Pictures|Interscope Communications|ML Delphi Premier Productions,4,30,5.7,1988
0.481627,14000000,34670720,Dangerous Liaisons,Glenn Close|John Malkovich|Michelle Pfeiffer|Swoosie Kurtz|Keanu Reeves,Stephen Frears,lovesickness|sexuality|cheating|wedding vows|marriage proposal,119,Drama|Romance,Lorimar Film Entertainment|Warner Bros.|NFH Productions,12,124,6.7,1988
0.480782,20000000,13854000,My Stepmother is an Alien,Dan Aykroyd|Kim Basinger|Jon Lovitz|Alyson Hannigan|Seth Green,Richard Benjamin,alien|sneeze|jimmy durante spoof|levitation|message,108,Comedy|Science Fiction,Weintraub Entertainment Group|The Catalina Production Group,12,65,5.6,1988
0.469728,20000000,17637950,Frantic,Harrison Ford|Emmanuelle Seigner|Betty Buckley|John Mahoney|Jimmie Ray Weeks,Roman Polanski,wife husband relationship|married couple|wife|man-woman relation|man looking for wife,120,Thriller|Action|Crime|Drama|Mystery,The Mount Company|Warner Bros.,2,87,6.4,1988
0.462906,0,5935269,Mac and Me,Jade Calegory|Lauren Stanley|Christine Ebersole|Jonathan Ward|Tina Caspary,Stewart Raffill,nasa|extraterrestrial,95,Family|Fantasy|Science Fiction,Orion Pictures,8,15,4.3,1988
0.437627,2000000,0,Killer Klowns from Outer Space,Grant Cramer|Suzanne Snyder|John Allen Nelson|John Vernon|Royal Dano,Stephen Chiodo,clown|circus tent|ice cream truck|lovers lane|shadow puppet,88,Comedy|Horror|Science Fiction,Chiodo Brothers Productions|Sarlui / Diamant Production,5,54,5.1,1988
0.420142,0,0,Fei lung mang jeung,Jackie Chan|Sammo Hung|Yuen Biao|Pauline Yeung|Deannie Yip,Sammo Hung|Corey Yuen Kwai,martial arts|kung fu|fight|court case|garbage,102,Action|Comedy|Romance,Golden Way Films Ltd.|Golden Harvest Company Ltd.,2,16,7.0,1988
0.410654,0,12706478,D.O.A.,Dennis Quaid|Meg Ryan|Charlotte Rampling|Daniel Stern|Jane Kaczmarek,Annabel Jankel|Rocky Morton,toxication|professor for literature|race against time|culprit|suspense,96,Thriller|Mystery,Bigelow Productions|Touchstone Pictures,3,14,5.6,1988
0.41037,6200000,9205924,Return of the Living Dead Part II,James Karen|Thom Mathews|Suzanne Snyder|Michael Kenworthy|Marsha Dietlein,Ken Wiederhorn,undead|zombies,89,Comedy|Horror,Greenfox,1,35,6.1,1988
0.402939,0,0,Without a Clue,Michael Caine|Ben Kingsley|Jeffrey Jones|Lysette Anthony|Nigel Davenport,Thom Eberhardt,london|detective|alcoholism|sherlock holmes|spectacle,107,Comedy|Thriller|Crime|Mystery,Orion Pictures,10,27,5.6,1988
0.186505,0,0,Caddyshack II,Jackie Mason|Robert Stack|Dyan Cannon|Chevy Chase|Randy Quaid,Allan Arkush,sport,98,Comedy,The Guber-Peters Company|Warner Bros.,7,24,4.0,1988
0.389823,0,0,Iron Eagle II,"Louis Gossett, Jr.|Mark Humphrey|Stuart Margolin|Alan Scarfe",Sidney J. Furie,israel|atomic bomb|pilot|air force,105,Action|Adventure|Drama|Thriller,TriStar Pictures|Carolco Pictures,11,11,4.0,1988
0.385293,0,0,The Bourne Identity,Richard Chamberlain|Jaclyn Smith|Anthony Quayle|Donald Moffat|Yorgo Voyagis,Roger Young,ambush|identity|amnesia|hitman|mission of murder,180,Action|Drama|Mystery|Thriller,Warner Bros. Television|Alan Shayne Productions,5,20,6.4,1988
0.384618,10500000,14144000,Poltergeist III,Tom Skerritt|Nancy Allen|Heather O'Rourke|Lara Flynn Boyle|Kipley Wentz,Gary Sherman,chicago|religion and supernatural|supernatural powers|devil|demon,98,Horror|Thriller,Metro-Goldwyn-Mayer (MGM),6,58,4.4,1988
0.380129,0,0,The Adventures of Baron Munchausen,John Neville|Eric Idle|Sarah Polley|Oliver Reed|Uma Thurman,Terry Gilliam,moon|monster|hot air balloon|war|baron,126,Action|Adventure|Comedy|Fantasy,Columbia Pictures Corporation|Laura Films|Allied Filmmakers|Prominent Features,12,76,6.9,1988
0.283003,0,6193901,Braddock: Missing in Action III,Chuck Norris|Aki Aleong|Roland Harrah III|Miki Kim|Yehuda Efroni,Aaron Norris,vietnam veteran|orphanage|rescue mission|long abandoned,101,Action|War,Golan-Globus Productions|The Cannon Group,1,29,4.9,1988
0.374076,0,20324096,The Presidio,Sean Connery|Mark Harmon|Meg Ryan|Jack Warden|Jenette Goldstein,Peter Hyams,competition|san francisco|court case|investigation|adversary,97,Action|Adventure|Crime|Drama|Mystery,Paramount Pictures,6,40,5.7,1988
0.370575,30000000,38413606,Midnight Run,Robert De Niro|Charles Grodin|Yaphet Kotto|John Ashton|Dennis Farina,Martin Brest,crooked lawyer|bail jumper|mafia accountant|stretch limousine|manhattan new york city,126,Adventure|Comedy|Crime,Universal Pictures|City Light Films,7,105,6.9,1988
0.35674,7500000,18869631,Above the Law,Steven Seagal|Pam Grier|Henry Silva|Sharon Stone|Ron Dean,Andrew Davis,corruption|chicago|cia|martial arts|senator,99,Action|Adventure|Drama|Thriller,Warner Bros.,4,67,5.9,1988
0.35363,7000000,8373585,The Last Temptation of Christ,Willem Dafoe|Harvey Keitel|Barbara Hershey|David Bowie|Harry Dean Stanton,Martin Scorsese,christianity|traitor|jesus christ|roman|crucifixion,164,Drama,Universal Pictures|Cineplex-Odeon Films,8,76,6.7,1988
0.349522,0,7399763,High Spirits,Steve Guttenberg|Peter O'Toole|Daryl Hannah|Beverly D'Angelo|Liam Neeson,Neil Jordan,romantic comedy|spirit,99,Horror|Fantasy|Comedy,Palace Pictures|Vision PDG,11,20,5.9,1988
0.340089,0,0,Pumpkinhead,Lance Henriksen|Jeff East|John D'Aquino|Kimberly Ross|Joel Hoffman,Stan Winston,witch|murder|demon|evil|storekeeper,86,Horror,De Laurentiis Entertainment Group (DEG)|Lion Films,6,37,5.5,1988
0.339766,0,0,The Accused,Kelly McGillis|Jodie Foster|Bernie Coulson|Leo Rossi|Ann Hearn,Jonathan Kaplan,alcohol|rape|bar|boston|clothing,111,Drama,Paramount Pictures,10,57,6.7,1988
0.336536,1300000,354704,Prison,Viggo Mortensen|Chelsea Field|Lane Smith|Lincoln Kilpatrick|Tom Everett,Renny Harlin,prison|prisoner|revenge|haunting|electric chair,102,Crime|Drama|Horror|Thriller,Empire Pictures,3,11,6.8,1988
0.3065,0,0,Hairspray,Sonny Bono|Ruth Brown|Divine|Deborah Harry|Ricki Lake,John Waters,baltimore|racial segregation|woman played by man|cross cultural relations|interracial love,92,Drama|Comedy|Music|Romance|Family,New Line Cinema,2,52,6.2,1988
0.324427,0,12090735,Hellbound: Hellraiser II,Clare Higgins|Ashley Laurence|Kenneth Cranham|Doug Bradley|Imogen Boorman,Tony Randel,asylum|seduction|pain|hell|pinhead,97,Horror|Thriller,New World Pictures|Film Futures|Troopstar,12,83,6.1,1988
0.320295,24000000,43455230,The Great Outdoors,John Candy|Dan Aykroyd|Annette Bening|Stephanie Faracy|Chris Young,Howard Deutch,holiday|roommate|attachment to nature|grizzly bear|best friend,91,Comedy,Universal Pictures|Hughes Entertainment,6,65,6.2,1988
0.319332,22000000,0,Gorillas in the Mist,Sigourney Weaver|Bryan Brown|Julie Harris|John Omirah Miluwi|Iain Cuthbertson,Michael Apted,gorilla|menace|poacher|jungle|sympathy,129,Drama,Universal Pictures|Warner Bros. Pictures,9,57,6.8,1988
0.317301,0,0,Mystic Pizza,Annabeth Gish|Julia Roberts|Lili Taylor|Vincent D'Onofrio|William R. Moses,Donald Petrie,independent film|commitment|lobster|portuguese american,104,Comedy|Drama|Romance,Night Light Films|The Samuel Goldwyn Company,10,60,5.7,1988
0.31548200000000004,0,0,School Daze,Laurence Fishburne|Giancarlo Esposito|Tisha Campbell-Martin|Kyme|Joe Seneca,Spike Lee,musical,121,Comedy|Drama,Columbia Pictures|40 Acres & A Mule Filmworks,2,18,6.1,1988
0.288071,13000000,8038508,Dead Ringers,Jeremy Irons|GeneviÃ¨ve Bujold|Heidi von Palleske|Barbara Gordon|Shirley Douglas,David Cronenberg,nurse|sex|based on novel|bondage|obsession,115,Drama|Horror|Thriller,TÃ©lÃ©film Canada|Morgan Creek Productions|Mantle Clinic II,9,65,6.9,1988
0.28514,6000000,28202109,Ernest Saves Christmas,Jim Varney|Douglas Seale|Noelle Parker|Gailard Sartain|Bill Byrge,John R. Cherry III,holiday,95,Comedy|Family,Touchstone Pictures,11,23,5.2,1988
0.28161,0,0,Bird,Forest Whitaker|Diane Venora|Keith David|Damon Whitaker|Michael Zelniker,Clint Eastwood,psychiatric hospital|heroin addict|electroconvulsive therapy|death of daughter|bebop,161,Drama|Music,Malpaso Productions|Warner Bros. Pictures,7,23,6.5,1988
0.231618,0,0,She's Having a Baby,Kevin Bacon|Elizabeth McGovern|Alec Baldwin|William Windom|Holland Taylor,John Hughes,parenthood|newlywed,106,Comedy|Drama|Romance,Paramount Pictures,2,22,5.8,1988
0.265596,5000000,0,Dead Heat,Treat Williams|Joe Piscopo|Lindsay Frost|Darren McGavin|Vincent Price,Mark Goldblatt,police|resurrection|zombies,86,Action|Comedy|Drama|Horror|Science Fiction,New World Pictures|Helpern / Meltzer,5,17,5.1,1988
0.264922,0,0,Scooby-Doo and the Ghoul School,Don Messick|Casey Kasem|Remy Auberjonois|Susan Blu|Jeff Cohen,Charles A. Nichols,animation|based on tv series|cartoon dog,90,TV Movie|Animation|Family,Hanna-Barbera Productions|Warner Bros. Home Video,1,23,6.2,1988
0.254965,0,0,Sleepaway Camp II: Unhappy Campers,Pamela Springsteen|Brian Patrick Clarke|Walter Gotell|RenÃ©e Estevez|Susan Marie Snyder,Michael A. Simpson,summer camp|slasher,80,Horror|Comedy,Double Helix Films,10,20,6.0,1988
0.254085,1200000,3109904,Night of the Demons,Cathy Podewell|Alvin Alexis|Amelia Kinkade|Linnea Quigley|Hal Havins,Kevin Tenney,halloween|possession|demon|celebration,90,Horror,Republic Pictures|Meridian Productions|Paragon Arts International,10,30,5.4,1988
0.248819,0,0,Eight Men Out,John Cusack|Christopher Lloyd|Charlie Sheen|D. B. Sweeney|Clifton James,John Sayles,baseball|sport|historical figure,119,Drama|History,Orion Pictures,9,25,7.3,1988
0.246182,4000000,3468572,Talk Radio,Eric Bogosian|Ellen Greene|Leslie Hope|John C. McGinley|Alec Baldwin,Oliver Stone,anonymity|radio presenter|success|dangerous|radio transmission,110,Drama,Cineplex-Odeon Films|Ten-Four Productions,12,16,5.5,1988
0.238423,0,0,"Bright Lights, Big City",Michael J. Fox|Kiefer Sutherland|Phoebe Cates|Jason Robards|Dianne Wiest,James Bridges,magazine|writer|drug|fashion show,107,Drama,United Artists|Mirage Enterprises|CST Telecommunications|Star Partners,4,12,3.9,1988
0.407649,10000000,3916303,Earth Girls Are Easy,Geena Davis|Jeff Goldblum|Jim Carrey|Damon Wayans|Julie Brown,Julien Temple,dancing|sex|dream|musical|police,100,Music|Comedy|Drama|Romance|Science Fiction,De Laurentiis Entertainment Group (DEG)|Kestrel Films|Earth Girls,9,43,5.5,1988
0.232779,0,57041866,Beaches,Bette Midler|Barbara Hershey|John Heard|Spalding Gray|Lainie Kazan,Garry Marshall,death of a friend|female friendship|death of mother|childhood friend|female singer,123,Comedy|Drama,Touchstone Pictures|Silver Screen Partners IV|All Girl Productions,12,24,6.3,1988
0.12721500000000002,0,0,Johnny Be Good,Anthony Michael Hall|Robert Downey Jr.|Uma Thurman|Paul Gleason|Steve James,Bud Smith ,sport,91,Comedy,Orion Pictures,3,12,4.3,1988
0.137660999999999,0,0,é»‘å¤ªé™½731,Hsu Gou|Tie Long Jin|Zhaohua Mei|Zhe Quan,Mou Tun-fei,japan|china|japanese|war crimes|mass murder,105,War|History,Sil-Metropole Organisation,12,17,5.9,1988
0.218145,0,0,Young Einstein,Yahoo Serious|Odile Le Clezio|Peewee Wilson|Su Cruickshank|John Howard,Yahoo Serious,atomic bomb|nobel prize|rock|albert einstein|marie curie,91,Comedy|Science Fiction,Warner Bros.,12,19,4.2,1988
0.206515,0,3184348,Bat*21,Gene Hackman|Danny Glover|Jerry Reed|David Marshall Grant|Clayton Rohner,Peter Markle,based on novel,105,Action|Drama|War,TriStar Pictures|Vision PDG,7,15,4.7,1988
0.206468,0,29300000,Shoot to Kill,Sidney Poitier|Tom Berenger|Kirstie Alley|Clancy Brown|Richard Masur,Roger Spottiswoode,mountains|canada|fbi|kidnapper|horse,109,Action|Adventure|Crime|Thriller,Silver Screen Partners III|Century Park Pictures|Touchstone Pictures,2,16,6.5,1988
0.20591,0,15122000,Big Top Pee-wee,Paul Reubens|Penelope Ann Miller|Kris Kristofferson|Valeria Golino|Benicio del Toro,Randal Kleiser,pig|relationship problems|travelling circus|beautiful girl|animal lover,86,Comedy|Family,Paramount Pictures,7,12,6.2,1988
0.205453,23000000,0,Tequila Sunrise,Mel Gibson|Kurt Russell|J. T. Walsh|Michelle Pfeiffer|RaÃºl JuliÃ¡,Robert Towne,restaurant|drug dealer|shadowing|restaurant owner|cop,115,Action|Adventure|Crime|Romance|Thriller,The Mount Company|Warner Bros.|Cinema City Films,12,62,6.1,1988
0.200403,15000000,21032267,Punchline,Sally Field|Tom Hanks|John Goodman|Mark Rydell|Kim Greist,David Seltzer,stand up comedy,123,Comedy|Drama,Columbia Pictures,10,19,5.1,1988
0.199235,4500000,3813293,Critters 2,Scott Grimes|Don Keith Opper|Terrence Mann|Roxanne Kernohan|Eddie Deezen,Mick Garris,sequel|flesh eating|severed arm|shape shifter|torso cut in half,86,Thriller|Comedy|Horror|Science Fiction,New Line Cinema|Sho Films,4,40,4.5,1988
0.194418,0,0,La Vie est un long fleuve tranquille,BenoÃ®t Magimel|ValÃ©rie Lalande|Catherine Hiegel|Daniel GÃ©lin|HÃ©lÃ¨ne Vincent,Ã‰tienne Chatiliez,woman director,90,Comedy,MK2 Productions|France 3 Cinema|Centre National de la CinÃ©matographie (CNC),2,28,7.2,1988
0.18872,7000000,5344577,Monkey Shines,Jason Beghe|John Pankow|Kate McNeil|Joyce Van Patten|Christine Forrest,George A. Romero,based on novel|paralysis|revenge|rage|monkey,113,Thriller|Drama|Horror|Science Fiction,Orion Pictures,7,17,6.0,1988
